legbody,ID,title,descr,LGA,SA4CODE_2021_2022,IPCCA_Behavioural_and_Cultural,IPCCA_Knowledge,IPCCA_Infrastructural_and_Technological,IPCCA_Nature_Based,IPCCA_Institutional,Funding,Organisation_University,Organisation_Federal_Government,Organisation_Private_Organisations,Organisation_State_Territory_Gov,Organisation_Civil_Society,Organisation_Regional_Organisation,Organisation_Local_Government,Organisation_Other,Purpose_Governance_Instruments,Purpose_Information_Gathering,Purpose_Research,Purpose_Knowledge_Building,Purpose_Stakeholder_Engagement,Purpose_Coordination,Purpose_Institutional_Change,Purpose_Intervention,Hazard_Fire,Hazard_Drought,Hazard_Temperature_Extremes,Hazard_Changes_Precipitation,Hazard_Coastal_erosion_flooding_change,Hazard_Ocean_warming_acidification,Hazard_Humidity,Hazard_Extreme_wind,Hazard_General_Climate_Change,Hazard_Riverine_Flooding,Climate_Risk_Assessment_Infrastructure_Built_Environment,Climate_Risk_Assessment_Health_Social_Support,Climate_Risk_Assessment_Natural_Environment,Climate_Risk_Assessment_Primary_Industries_Food_System,Climate_Risk_Assessment_Regional_Remote_Communities,Climate_Risk_Assessment_Economy_Trade_Financial_System,Climate_Risk_Assessment_Multi_System,Climate_Risk_Assessment_Defence_National_Security,Start_Year,End_Year,Party_Labor,Party_Liberal,Party_Nationals,Party_Labor_Greens,Party_Liberal_National,Population_Abundance
Victoria,104,Heat Health Plan for Victoria 2021,Outlines a coordinated statewide response to heatwaves providing a framework for health and community services to prepare for and manage the health impacts of extreme heat,NA,VIC,0,0,0,0,1,Victorian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,2021,1,0,0,0,0,6503491
Victoria,115,Victorias Climate Change Strategy,Sets a roadmap for Victoria to achieve net zero greenhouse gas emissions by 2050,NA,VIC,0,0,0,0,1,Victorian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2021,2021,1,0,0,0,0,6503491
Victoria,116,Victorias Infrastructure Strategy 2021–2051,Outlines 94 recommendations addressing infrastructure needs across sectors like transport energy housing and health,NA,VIC,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2021,2021,1,0,0,0,0,6503491
Victoria,129,Cooling the Home Program,Provides finanancial support to support the suppply and installation of split system reverse cycle air conditioners in low income households,NA,VIC,0,0,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,2023,1,0,0,0,0,6503491
Victoria,9,Jesuit Social Services Climate Action and Resilience Planning for Neighbourhood Houses,Created the Climate Action and Resilience Framework for Neighbourhood Houses is intended to guide and support a group of neighbourhood houses in a local government area of wider network,Darebin,209,0,1,0,0,0,Melbourne's Climate Journey,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2022,2023,1,0,0,0,0,6704281
Victoria,19,Shepparton Climate Emergency Action Plan,Outlines 80 actions across four strategic priorities,Greater Shepparton,216,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2022,2030,1,0,0,0,0,6704281
Victoria,20,Sustainable Hepburn Strategy 2022 2026,Covers four key themes; beyond zero emissions; natural environment and biodiversity; low waste; and climate resilience,Hepburn,201,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,2026,1,0,0,0,0,6704281
Victoria,40,Merri bek Climate Risk Strategy 2022,Outlines how the council plans to manage and respond to climate change impacts_ Aims to enhance the resilience of the muncipality by integrating climate risk management into decision making processes and infrastructure planning,Merri bek,210,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2022,2022,1,0,0,0,0,6704281
Victoria,41,The Adaptation Game   Merri Bek,Playful workshop for Merri bek residents to connect and help prepare the community to be more resilient for climate change,Merri bek,210,1,0,0,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2022,2023,1,0,0,0,0,6704281
Victoria,44,Hastings mangrove planting to protect infrastructure,Aims to restore fish habitats as well as protect built infrastructure including an old rock wall recreational areas and the communities environmental values,Mornington Peninsula,214,0,0,0,1,0,Federal Government,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2022,2023,1,0,0,0,0,6704281
Victoria,51,Schnapper Point nourishment project,Uses sand dredged from the nearby boat ramp to replenish beaches that eroding,Mornington Peninsula,214,0,0,0,1,0,Victorian Government,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,NA,1,0,0,0,0,6704281
Victoria,74,Building Business Resilience – Small Business Climate Adaptation Toolkit,About developing resources for the business sector to help businesses conduct climate risk assessment mitigation and planning,NA,VIC,0,1,0,0,0,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2022,NA,1,0,0,0,0,6704281
Victoria,76,Built Environment Climate Change Adaptation Action Plan,Aims to enhance the resilience of Victorias built environment including homes buildings infrastructure and public spaces against climate change impacts,NA,VIC,0,0,0,0,1,Victorian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2022,2026,1,0,0,0,0,6704281
Victoria,85,Climate Resilient Nest Boxes for Greater Gliders,Developed and deployed specialized nest boxes designed to buffer greater gliders from extreme thermal conditions created by climate change,NA,211,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,6704281
Victoria,92,Emergency rescue of freshwater species from blackwater_,Rescue operation focused on native fish showing signs of distress such as discolouration or surface gasping_ Using eco friendly methods the team captured fish and tresnfered them to ocygen equipped holding tanks,NA,216,0,0,0,1,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,6704281
Victoria,93,Enhancing mountain pygmy possum habitats_,Teams are actively enhancing mountain pygmy possum habitats in Victoria by planting berry producing vegetation as an alternative food source amidst declining Bogong moth numbers,NA,204,0,0,0,1,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2022,2022,1,0,0,0,0,6704281
Victoria,100,Gippsland Drought Resilience Plan: A Framework to Guide Future Effort and Investment,Aims to empower and enable communities to be better prepared for and able to manage future dry seasonal conditions and droughts,NA,205,0,1,0,0,0,Victorian Government; Commonwealth,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2022,2022,1,0,0,0,0,6704281
Victoria,103,Health and Human Services Climate Change Adaptation Action Plan 2022–2026,Outlines 14 strategic actions to enhance the resilience of Victorias Health and Human Health Services system_ Systems will ensure Victorias Health and Human Services system is prepared to address the challenges posed by climate change,NA,VIC,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2022,2026,1,0,0,0,0,6704281
Victoria,106,Natural Environment Climate Change Adaptation Action Plan 2022 2026,Aims to enhance the resilience of Victorias natural environments such as forests wetlands grasslands rivers and costal ecosystems,NA,VIC,0,0,0,0,1,Victorian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2022,2026,1,0,0,0,0,6704281
Victoria,109,Primary Production Climate Change Adaptation Action Plan 2022  2026,Aims to support the states primary production sectors such as agriculture forestry and fisheries to adapt to the evolving impacts of climate change,NA,VIC,0,0,0,0,1,Victorian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2022,2026,1,0,0,0,0,6704281
Victoria,117,Victorias Marine and Coastal Strategy 2022,Five year action plan that updates and implements the 2020 Marine and Coastal Policy_ Outlines priority actions,NA,VIC,0,0,0,0,1,Victorian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2022,2027,1,0,0,0,0,6704281
Victoria,127,Wimmera Southern Mallee Drought Resilience Plan,Supporting the development of regional drough resilience plans throughout Australia over 2021 2024_ The aim is to empower and enable communities to collectively identify and address their needs to be better prepared for and enable to manage future dry seasonal conditions and droughts,NA,215,0,1,0,0,0,Victorian Government; Commonwealth,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2022,2022,1,0,0,0,0,6704281
Victoria,4,Cardinia Biolink Plan 2022 2023,Outlines a 10 year framework to restore and connect fragmented habitats through corridors and nodes supporting threatened species,Cardinia,212,0,0,0,0,1,Councils Biodiversity Conservation Strategy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2023,2033,1,0,0,0,0,6906000
Victoria,39,Merri bek Climate Risk Foundational Action Plan 2023 2025,Outlines the councils approach to managing climate related risks focusing on adapting infrastructure services and the community to climate change,Merri bek,210,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023,2025,1,0,0,0,0,6906000
Victoria,53,Murrindindi Shire Climate Change Action Plan: Towards 2035,Includes a roadmap developed through extensive community engagement aiming to reduce emissions and help communities adapt to climate change impacts,Murrindindi,211,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023,2023,1,0,0,0,0,6906000
Victoria,66,Whitehorse Climate Response Strategy 2023 2030,Sets targets maintaining carbon neutrality in council operations sourcing renewable electricity,Whitehorse,207,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023,2030,1,0,0,0,0,6906000
Victoria,73,Building Adaptive Capacity in the Gippsland Region: Wetland Restoration Citizen Science Program,Aims to demonstrate dencing as a scalable replicable and low cost strategy to restore blue carbon ecosystems,NA,205,0,1,0,0,0,BHP; HMSTrust; Intrepid Foundation,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,1,0,0,0,0,0,2023,2023,1,0,0,0,0,6906000
Victoria,78,Citizens Building Bushfire Proof Homes,Examples of citizens in bushfire prone areas building fire retardant homes to protext themselves,NA,VIC,0,0,1,0,0,Private,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023,2023,1,0,0,0,0,6906000
Victoria,89,Dja Dja Wurrung Climate Change Strategy,Outlines a holistic approach to climate action interating traditional management practices that aim to enhance carbon storage and increase resilience across cultural landscapes,NA,201,0,0,0,0,1,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2023,2034,1,0,0,0,0,6906000
Victoria,94,Everybody Be Cool: Using Community Spaces to Manage Heatwaves,Project is selecting and assessing community buildings that would be suitable as a cool space for people who cant stay cool in Victorias West,NA,VIC,1,0,0,0,0,NA,0,0,0,1,,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2023,2023,1,0,0,0,0,6906000
Victoria,114,ictoria Sustainable Investment Guidelines ,Provides a consistent approach for project teams to incorporate sustainability considerations into government infrastructure investments_ Aiming to balance environmental social and economic priorities throughout the investment lifecycle ,NA,VIC,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2023,2023,1,0,0,0,0,6906000
Victoria,125,Victorian climate resilient councils,Guide councils through a clear step by step process to manage climate change risks and implement actions to manage the impacts to operations,NA,VIC,0,1,0,0,0,NA,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2023,NA,1,0,0,0,0,6906000
Victoria,37,More Trees for a Cooler Greener West Program,Help increase canopy cover and contribute to the wellbeing of schooles and their communities,Melton; Maribyrnong; Hobsons Bay; Brimbank,213,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2024,2024,1,0,0,0,0,6981000
Victoria,105,Landscape scale land use planning that provides options for conservation of suitable habitat,Intervention plan involving landscape scale land use planning to conserve suitable habitats to ensure an acceptably high likelihood of species persistence_ Aims to idenfity and protect critical habitats that will remain viable under changing climate conditions,NA,VIC,0,0,0,1,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,NA,1,0,0,0,0,6981000
Victoria,81,Climate Justice Field Guide for Community Legal Centres,Recourse that provides tools case studies theoretical background checklists and templates to help community legal centres integrate climate change and disaster justice into their operations,NA,VIC,0,1,0,0,0,Lord Mayor's Charitable Foundation,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2025,2025,1,0,0,0,0,7037000
Victoria,38,‘Network of Cooling Centres’ Community infrastructure resilience project   assessment of 20 buildings,Conduct an assessment of 20 community buildings,Merri bek; Hume,210,0,0,1,0,0,NA,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,N/A,N/A,N/A,N/A,N/A,NA
Victoria,43,‘Network of safe places’ Community infrastructure resilience project,Will conduct an assessment of 40 community buildings in the west of melbourne to determine their climate change resilience,Moonee Valley; Hobsons Bay; Brimbank,213,0,0,1,0,0,NA,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,N/A,N/A,N/A,N/A,N/A,NA
Victoria,83,Climate Ready Natural Resource Management Planning in Victoria,Website provides natural resource management planning for climate change information developed ,NA,VIC,1,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,N/A,N/A,N/A,N/A,N/A,NA
Victoria,123,Victorian Risk and Resilience Grants Program,Aims to reduce the risk and limit the impact of diasters associated with natural hazards,NA,VIC,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,2024,N/A,N/A,N/A,N/A,N/A,NA
Western Australia,63,Pumping of groundwater for Western Swamp Tortoise,Involves regular pumping throughout winter and spring as needed originally intended to supplement water late in the season,NA,504,0,0,1,0,0,Western Australian Government,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,NA,0,1,0,0,0,1677600
Western Australia,13,Mandurah channel bypass,Project is considered successful both at addressing and adapting the shoreline against erosion on the nearby beaches and providing continued safe navigation through the channels,Mandurag,502,0,0,0,1,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,1995,0,1,0,0,0,1740000
Western Australia,65,SERCUL,Promotes sustainable land management practices water conservation and environmental education to help communities adapt to the impacts of climate change,NA,511,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1995,NA,0,1,0,0,0,1740000
Western Australia,84,Western Australia Groundwater investigations,Investigates assesses and monitors these precious resources to support sustainable and productive use of groundwater while protecting the environment,NA,WA,0,1,0,0,0,Internal ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2005,NA,1,0,0,0,0,2010000
Western Australia,7,Town Beach harbour sand replenishment,Sand is continually trapped by the Exmouth Boat Harbour breakwater_ This sand was used to replenish the eroding Town Beach,Exmouth,510,0,0,0,1,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2006,2021,1,0,0,0,0,2060000
Western Australia,16,Western Australia Seawater Desalination Plant,In response to declining raingfall and reduce dam inflows since the 1970s invested in seawater desalination to secure a sustainable drinking water supply,Perth,503,0,0,1,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,2006,1,0,0,0,0,2060000
Western Australia,79,WA Garden bore restrictions,Implements permanent water efficiency measures to reduce water useage,NA,WA,0,0,0,0,1,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2007,2007,1,0,0,0,0,2110000
Western Australia,15,Protecting our groundwater,Practices to preserve groundwater quality and availability_ Offers practical advice on reducing bore water useage,Perth,503,0,1,0,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2009,2009,0,1,0,0,0,2240250
Western Australia,32,Coastal Adaptation and Protection CAP Grants and H CAP Major Project Fund,Provides financial assistance for local projects that identify and manage coastal hazards,NA,WA,0,0,0,0,1,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2009,NA,0,1,0,0,0,2240250
Western Australia,58,Natural Resource Management Western Australia,Focused on managing and conserving natural resources_ Aimed at improving land water and biodiversity management across the state,NA,WA,0,0,0,0,1,Western Australian Government,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2009,NA,0,1,0,0,0,2240250
Western Australia,94,Winter sprinkler switch off,Mandatory water conservation program in WA requiring all scheme and bore water uses to cease garden irrigation Helps conserve water resources during cooler months,NA,503; 502; 501,0,0,0,0,1,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2010,2010,0,1,0,0,0,2300000
Western Australia,80,Water Allocation Planning 32 state wide,Outlines how much water can be taken from groundwater and surface water resources while safeguarding the sustainability of the resource and protecting the water dependent environment,NA,WA,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2011,2012,0,1,0,0,0,2353400
Western Australia,9,Fremantle Climate Change Adaptation Plan,Outlines the citys strategy to address climate change risks,Fremantle,503,0,0,0,0,1,City of Fremantle,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2012,2012,0,0,0,0,1,2432400
Western Australia,46,Guidelines for Incorporating Climate Change impacts into the Local Government Planning framework,Produced guidelines to support local governments in considering climate change impacts in land use and statutory planning_ Outlines framework for incorporating climate risk managements,NA,WA,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2012,2012,0,0,0,0,1,2432400
Western Australia,5,Esperance annual renourishment to offset bay drift,Sand is transported annually to keep up with losses of around the same volume,Esperance,511,0,0,0,1,0,Western Australian Government,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,NA,0,0,0,0,1,2520000
Western Australia,21,Assisted migration of tortoises based on future climate scenarios_,Assisted migration of tortoises to sites predicted to be more sustainable under future climate change conditions_ Addressed climate change impacts by proactively relocating the species to areas where they are more likely to thrive as environmental conditions change,NA,WA,0,0,0,1,0,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,0,0,0,0,1,2520000
Western Australia,55,MRWA Supplement to Austroads Guide to Road Design   Part 5   Drainage: General and Hydrology Considerations,Outlines good practice in relation to drainage design that will apply in most situations ,NA,WA,0,0,0,0,1,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,NA,0,0,0,0,1,2520000
Western Australia,69,State Planning Policy 2_6   Coastal planning,Guides development and land use in costal zones_ Pressures on the coastal zone for land use and development for a variety of purpose including a mix of recreational residential industrial and commerical use,NA,WA,0,0,0,0,1,Western Australian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2013,2013,0,0,0,0,1,2520000
Western Australia,10,Point Moore Inundation   Coastal Processes Study,To gain a better understanding of the impact of sea level rise tides storm surges waves Tsunamis wind and climate cycles,Greater Geraldton,510,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2014,2015,0,1,0,0,0,2580000
Western Australia,19,North west corridor water supply strategy,Developed to ensure the equitable allocation of shallow groundwater resources to developers and future licensees in the corridor,Wanneroo,505,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,2014,0,1,0,0,0,2580000
Western Australia,51,Integrated Coastal Management and Planning Guidelines for Western Australia,Provide a framework for managing coastal areas in the context of climate change_ Aim to support decision making processes for local governments,NA,WA,0,0,0,0,1,"Department of Biodiversity, Conservation and Attractions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,2014,0,1,0,0,0,2580000
Western Australia,61,Public Parkland Planning   Design Guide WA,Guide that provides principles and practices for planning and designing public parklands that meet community needs optimize benfits and support sustainable water use,NA,WA,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,2014,0,1,0,0,0,2580000
Western Australia,83,Western Australia Climate Science Initiative,Producing and communicating high resolution climate projections to help Western Australians adapt to our changing climate,NA,WA,0,0,1,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,2015,2017,0,1,0,0,0,2590000
Western Australia,18,Western Swamp Tortoise Pseudemydura umbrina Assisted Colonisation,Research to test whether Pseudemydura umbrina can grow in cooler climates where hydroperiods are likely to be more sustainable in the future,Swan; Manjimup; Gingin; Augusta Margaret River,504; 501,0,1,0,0,0,Australian Government's National Environmental Science Program,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,2021,0,1,0,0,0,2474410
Western Australia,60,Planting a local native garden,Aims to create sustainable low maintenance landscapes that are resilient to local climate conditions,NA,WA,0,0,0,1,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017,NA,1,0,0,0,0,2580000
Western Australia,90,Western Australian Aboriginal Ranger Program,Aims to help Aboriginal organisations manage country and protect te environment across the state,NA,WA,0,0,0,0,1,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2017,NA,1,0,0,0,0,2580000
Western Australia,23,Being waterwise in the garden,Offers a practical advice and resources to help gardeners reduce water consumption_ Emphasizes the use of native and drought tolerant plants,NA,WA,0,1,0,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2018,2018,1,0,0,0,0,2606300
Western Australia,24,Being waterwise in the home,Provides pracitcal tips and guideance to help households reduce water useage conserving water resources,NA,WA,0,1,0,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2018,2018,1,0,0,0,0,2606300
Western Australia,62,Public open space strategy guide,Empowers the local government to provide robust guidance and feebdack on structure plan and subdivision proposals,NA,WA,0,0,0,0,1,Western Australian Government,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2018,2018,1,0,0,0,0,2606300
Western Australia,72,Top 10 tips to save water in the garden,Provides 10 practical tips to help gardeners in WA reduce water useage and promote sustainable gardening practices to manage limited water resources,NA,WA,0,1,0,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2018,2018,1,0,0,0,0,2606300
Western Australia,2,South Thomson Bay Seawall,Construction of a sea wall to address coastal erosion in South Thomson Bay,Cockburn,507,0,0,0,1,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2019,2022,1,0,0,0,0,2659625
Western Australia,4,West Kimberley Climate Adaptation Strategy,Aimed at building climate resilience among Traditional Owners in the West Kimberly,Derby West Kimberley,510,0,0,0,0,1,Cook Government's Climate Adaptation Strategy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2019,2025,1,0,0,0,0,2659625
Western Australia,8,East Village at Knutsford,A living laboratory delivering a connected community,Fremantle,503,0,0,1,0,0,Western Australian Government,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2019,NA,1,0,0,0,0,2659625
Western Australia,28,Climate Health Western Australia Inquiry: Final Report,Investigate the implictions of climate change including more frequent and intense water events onh health_ The aim was to review the current planning and response capacity of the health system in relation to the health impacts of climate change,NA,WA,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2019,2020,1,0,0,0,0,2659625
